edad,sexo,ciudad,segmento_cliente,canal_adquisicion,cliente_premium,usa_cupon,dispositivo,visitas_sitio_mes,paginas_vistas,tiempo_promedio_sitio_min,compras_previas,dias_desde_ultima_compra,score_fidelizacion,carrito_abandonado_pct,monto_promedio_compra
28.0,Hombre,Valparaíso,Bronce,Referido,No,Sí,Mobile,4,9,4.6,4,71,46.0,33.61,40489.43
69.0,Mujer,Temuco,Plata,Email,No,No,Mobile,19,11,11.47,5,35,77.0,43.52,40199.91
60.0,Mujer,Rancagua,Bronce,Google Ads,No,Sí,Mobile,25,13,9.06,6,56,69.0,43.35,47694.43
,Hombre,Antofagasta,Oro,Email,Sí,No,Mobile,37,25,16.44,11,0,100.0,40.87,86010.52
61.0,Mujer,Temuco,Oro,Orgánico,No,No,Desktop,30,21,12.24,7,26,100.0,53.21,86960.59
31.0,Hombre,Temuco,Plata,Orgánico,No,No,Mobile,27,14,13.48,7,54,76.0,23.65,43757.65
26.0,Hombre,Temuco,Plata,Orgánico,No,No,Mobile,25,14,8.64,3,60,58.0,47.52,46979.34
19.0,Mujer,Temuco,Bronce,Google Ads,Sí,No,Mobile,27,19,14.94,5,37,72.0,22.95,82720.55
69.0,Hombre,La Serena,Bronce,Referido,No,Sí,Mobile,22,15,9.13,5,60,65.0,39.9,17523.37
62.0,Hombre,Puerto Montt,Bronce,Instagram,No,No,Mobile,18,12,4.04,5,61,78.0,20.88,42319.99
20.0,Mujer,Valparaíso,Plata,Orgánico,No,No,Desktop,23,13,12.32,7,53,98.0,28.21,44874.21
33.0,Mujer,Antofagasta,Bronce,Referido,No,Sí,Desktop,21,11,6.78,4,62,54.0,28.37,19078.23
35.0,Hombre,Puerto Montt,Oro,Email,No,Sí,Mobile,38,26,15.4,10,7,92.0,19.31,89738.86
64.0,Mujer,Rancagua,Bronce,Orgánico,No,No,Mobile,9,1,8.35,6,33,63.0,30.17,42307.03
61.0,Mujer,Antofagasta,Bronce,Orgánico,No,No,Mobile,23,20,11.3,7,85,77.0,37.76,45932.55
28.0,Mujer,Temuco,Bronce,Email,No,No,Tablet,18,25,8.63,6,49,77.0,24.36,44878.71
61.0,Mujer,Temuco,Plata,Referido,Sí,Sí,Tablet,26,9,10.9,5,30,80.0,34.81,70154.9
39.0,Hombre,Rancagua,Premium,Instagram,No,Sí,Mobile,50,28,14.89,11,0,100.0,40.43,122804.99
46.0,Hombre,Rancagua,Plata,Orgánico,No,No,Desktop,18,15,7.98,7,36,68.0,62.09,73760.48
48.0,Hombre,Temuco,Premium,Instagram,No,No,Mobile,26,18,9.37,4,31,66.0,33.69,53668.1
54.0,Hombre,Concepción,Bronce,Orgánico,No,Sí,Desktop,24,14,10.85,4,74,90.0,31.74,65759.64
24.0,Mujer,Antofagasta,Plata,Orgánico,No,No,Mobile,12,13,5.86,10,51,100.0,42.55,26456.85
44.0,Hombre,Concepción,Oro,Orgánico,No,Sí,Mobile,27,29,10.38,7,56,93.0,45.81,56436.91
66.0,Hombre,Antofagasta,Premium,Referido,No,No,Desktop,31,14,5.84,3,55,72.0,33.17,65319.82
62.0,Mujer,La Serena,Oro,Referido,No,Sí,Mobile,20,7,6.41,2,84,69.0,30.09,28969.94
66.0,Hombre,Valparaíso,Premium,Google Ads,No,Sí,Desktop,42,25,9.31,4,63,,46.52,80641.18
36.0,Hombre,Valparaíso,Bronce,Instagram,No,No,Desktop,15,12,6.65,2,61,51.0,41.81,14282.29
45.0,Mujer,Santiago,Plata,Orgánico,No,Sí,Mobile,28,19,9.37,7,25,89.0,34.67,71750.63
26.0,Hombre,La Serena,Premium,Orgánico,No,No,Desktop,37,26,11.23,8,12,90.0,34.55,89520.75
25.0,Mujer,Rancagua,Oro,Orgánico,No,Sí,Mobile,35,27,10.57,5,96,59.0,42.82,48348.74
36.0,Hombre,La Serena,Plata,Referido,No,No,Mobile,20,9,10.32,4,96,70.0,43.88,45758.77
61.0,Mujer,Rancagua,Oro,Orgánico,No,No,Mobile,31,15,9.51,6,62,71.0,38.31,38855.43
47.0,Mujer,Concepción,Bronce,Referido,No,Sí,Desktop,29,16,11.37,7,42,81.0,46.33,75429.09
52.0,Mujer,Temuco,Plata,Google Ads,Sí,Sí,Mobile,31,20,14.43,11,2,100.0,23.82,83987.3
70.0,Hombre,Temuco,Oro,Instagram,No,No,Desktop,28,23,6.51,8,83,95.0,29.88,67477.93
56.0,Mujer,Concepción,Oro,Email,Sí,No,Desktop,38,28,11.49,4,28,82.0,23.38,73579.46
23.0,Hombre,Concepción,Bronce,Google Ads,Sí,No,Mobile,22,15,11.49,9,47,100.0,26.37,63523.74
69.0,Mujer,Santiago,Plata,Orgánico,No,No,Mobile,20,4,5.85,2,80,47.0,35.56,28888.33
,Mujer,Valparaíso,Bronce,Google Ads,No,No,Mobile,15,1,9.1,7,22,76.0,36.29,54676.84
63.0,Mujer,Puerto Montt,Premium,Orgánico,No,Sí,Mobile,24,16,9.41,10,44,100.0,18.87,86308.48
33.0,Hombre,Puerto Montt,Plata,Orgánico,No,No,Desktop,14,19,10.4,3,96,57.0,29.47,11992.95
60.0,Mujer,Santiago,Premium,Google Ads,No,No,Mobile,54,27,17.9,12,0,100.0,24.37,129058.28
62.0,Hombre,Concepción,Bronce,Email,No,No,Mobile,17,13,11.26,5,46,79.0,31.91,32656.15
29.0,Hombre,,Bronce,Instagram,No,No,Mobile,33,20,10.45,2,74,51.0,52.05,172431.04
20.0,Hombre,Antofagasta,Bronce,Referido,Sí,No,Mobile,32,11,11.04,8,8,88.0,17.15,70973.1
64.0,Mujer,Temuco,Plata,Google Ads,Sí,Sí,Mobile,36,28,11.5,6,21,90.0,36.66,73973.94
,Otro,Rancagua,Plata,Referido,No,No,Mobile,22,11,10.06,5,66,76.0,52.11,60207.97
62.0,Mujer,Concepción,Bronce,Referido,No,No,Desktop,17,12,8.02,5,59,69.0,28.38,44895.65
66.0,Hombre,Concepción,Bronce,Instagram,No,No,Desktop,29,9,5.84,3,57,55.0,27.97,45419.94
40.0,Hombre,Concepción,Bronce,Referido,Sí,No,Desktop,26,30,13.02,4,54,57.0,30.11,47656.16
66.0,Mujer,La Serena,Plata,Instagram,No,No,Mobile,25,13,8.53,8,57,100.0,36.28,56276.1
18.0,Hombre,Concepción,Oro,Google Ads,No,Sí,Desktop,36,13,7.53,5,74,64.0,41.9,49100.75
30.0,Hombre,Temuco,Bronce,Email,No,No,Mobile,21,20,13.04,7,38,63.0,22.4,61275.43
69.0,Mujer,Valparaíso,Oro,Orgánico,No,Sí,Desktop,17,22,9.88,6,29,92.0,28.0,70533.0
59.0,Mujer,La Serena,Bronce,Referido,Sí,No,Desktop,24,20,13.48,1,61,59.0,36.6,49696.83
51.0,Mujer,Valparaíso,Plata,Orgánico,Sí,No,Desktop,39,23,15.54,6,39,100.0,29.79,92057.52
26.0,Hombre,Antofagasta,Plata,Referido,No,No,Tablet,39,15,8.45,9,13,86.0,23.05,48026.48
49.0,Hombre,Santiago,Bronce,Orgánico,No,No,Desktop,13,4,3.75,3,64,31.0,28.72,20394.67
54.0,Hombre,La Serena,Premium,Google Ads,No,Sí,Mobile,40,32,16.67,6,23,73.0,41.98,82493.43
38.0,Hombre,Santiago,Bronce,Google Ads,No,No,Mobile,27,7,6.92,4,44,44.0,28.21,42349.22
70.0,Mujer,Valparaíso,Oro,Instagram,No,Sí,Mobile,20,10,3.94,4,52,79.0,41.62,39875.53
46.0,Hombre,Santiago,Oro,Email,No,No,Mobile,25,18,6.89,8,46,89.0,24.68,47242.31
20.0,Mujer,Rancagua,Premium,Instagram,No,Sí,Mobile,33,12,9.95,7,39,99.0,49.71,56365.22
27.0,Hombre,Temuco,Premium,Orgánico,Sí,No,Mobile,29,28,8.09,9,36,100.0,26.82,81980.17
36.0,Mujer,La Serena,Oro,Instagram,No,No,Mobile,32,17,9.32,8,34,87.0,37.43,47737.86
52.0,Hombre,Temuco,Bronce,Orgánico,No,Sí,Mobile,22,4,5.21,8,50,89.0,26.02,49583.53
23.0,Mujer,Antofagasta,Bronce,Orgánico,No,Sí,Tablet,29,13,11.23,7,19,79.0,21.81,59858.75
64.0,Mujer,La Serena,Plata,Instagram,No,No,Tablet,22,4,10.98,8,49,87.0,30.72,41184.01
38.0,Hombre,Concepción,Premium,Instagram,Sí,No,Mobile,54,34,11.21,8,0,100.0,38.96,104992.77
52.0,Mujer,Antofagasta,Plata,Referido,No,Sí,Mobile,24,10,8.0,1,90,50.0,37.34,35884.28
31.0,Mujer,Concepción,Oro,Orgánico,No,No,Mobile,46,18,14.63,10,16,100.0,14.89,104767.31
37.0,Mujer,La Serena,Oro,Google Ads,No,No,Mobile,29,25,16.43,6,32,75.0,36.35,82217.83
42.0,Hombre,Temuco,Plata,Instagram,No,Sí,Mobile,22,15,11.1,6,20,83.0,39.15,37369.12
24.0,Hombre,Valparaíso,Bronce,Instagram,Sí,No,Desktop,32,20,7.8,11,42,100.0,24.84,72010.8
,Hombre,Temuco,Premium,Instagram,No,No,Desktop,35,25,9.11,9,0,100.0,39.38,102239.55
18.0,Hombre,Temuco,Plata,Email,Sí,No,Mobile,39,19,9.75,8,33,100.0,31.44,69869.16
24.0,Mujer,Puerto Montt,Plata,Orgánico,No,Sí,Mobile,28,18,10.85,9,0,100.0,61.57,69583.86
46.0,Mujer,Santiago,Bronce,Orgánico,Sí,No,Mobile,20,15,9.24,9,18,100.0,27.45,57007.73
18.0,Hombre,Puerto Montt,Bronce,Google Ads,No,Sí,Mobile,27,17,8.58,9,17,75.0,36.96,47767.29
24.0,Mujer,Concepción,Plata,Instagram,No,No,Desktop,38,17,15.7,9,46,91.0,19.04,80796.97
62.0,Mujer,Temuco,Plata,Orgánico,No,No,Desktop,26,17,10.71,6,24,77.0,36.11,37345.28
62.0,Mujer,Temuco,Bronce,Orgánico,Sí,Sí,Mobile,35,30,12.93,5,74,81.0,29.64,70557.46
46.0,Hombre,Concepción,Plata,Google Ads,No,Sí,Mobile,33,26,11.73,7,68,80.0,33.98,50729.05
35.0,Hombre,Rancagua,Oro,Email,No,No,Desktop,26,12,12.28,10,20,91.0,35.55,49423.3
60.0,Hombre,Antofagasta,Oro,Referido,No,Sí,Mobile,27,20,12.39,3,39,56.0,26.4,50791.62
59.0,Mujer,Valparaíso,Bronce,Referido,No,No,Desktop,16,26,15.53,6,20,73.0,26.14,25262.85
27.0,Hombre,Santiago,Premium,Referido,Sí,No,Mobile,38,33,13.41,9,23,100.0,33.56,96950.23
70.0,Hombre,Valparaíso,Bronce,Email,No,Sí,Mobile,29,11,6.34,4,71,56.0,31.9,31346.13
63.0,Hombre,Temuco,Oro,Email,No,Sí,Mobile,28,9,8.7,2,45,52.0,31.03,60616.75
35.0,Hombre,Valparaíso,Bronce,Email,No,No,Mobile,15,17,12.19,8,17,80.0,29.87,46694.59
70.0,Mujer,Santiago,Bronce,Orgánico,No,No,Mobile,22,12,11.86,7,13,95.0,24.68,49954.11
63.0,Hombre,Concepción,Premium,Google Ads,No,No,Mobile,40,21,11.89,5,35,74.0,33.41,92084.6
59.0,Mujer,Rancagua,Bronce,Google Ads,No,No,Mobile,69,28,7.49,7,49,75.0,42.17,160532.52
43.0,Hombre,,Plata,Orgánico,No,No,Mobile,22,26,12.26,5,72,62.0,38.14,32911.65
61.0,Hombre,Santiago,Bronce,Orgánico,Sí,No,Mobile,25,13,12.65,6,43,80.0,53.28,55845.1
44.0,Hombre,Antofagasta,Plata,Email,Sí,No,Mobile,35,24,12.16,9,0,100.0,36.26,85820.48
39.0,Mujer,La Serena,Plata,Instagram,No,Sí,Mobile,20,14,12.0,4,19,80.0,49.44,46413.2
57.0,Mujer,Valparaíso,Plata,Google Ads,No,No,Mobile,25,9,13.42,6,49,66.0,18.96,19765.58
41.0,Mujer,La Serena,Bronce,Email,No,Sí,Desktop,10,11,13.25,8,90,74.0,27.69,35411.25
47.0,Hombre,Valparaíso,Plata,Orgánico,No,No,Desktop,14,10,4.75,8,47,97.0,26.16,49326.87
49.0,Hombre,Puerto Montt,Oro,Google Ads,No,Sí,Desktop,44,22,14.5,5,57,65.0,28.39,89965.91
49.0,Hombre,Concepción,Plata,Instagram,No,No,Mobile,20,21,12.65,5,75,63.0,47.74,7279.66
39.0,Mujer,Rancagua,Oro,Orgánico,No,Sí,Desktop,23,26,10.37,4,47,64.0,35.02,52187.21
31.0,Hombre,Rancagua,Bronce,Google Ads,No,No,Desktop,24,17,6.32,6,85,51.0,42.3,52098.16
40.0,Mujer,Concepción,Plata,Google Ads,Sí,No,Desktop,28,18,11.25,7,13,98.0,46.54,56976.05
18.0,Mujer,Temuco,Bronce,Orgánico,No,Sí,Desktop,24,7,10.96,4,75,54.0,64.65,25891.61
38.0,Hombre,Concepción,Premium,Instagram,No,Sí,Desktop,36,18,11.78,8,28,100.0,36.24,86553.72
70.0,Hombre,Temuco,Plata,Referido,No,Sí,Desktop,27,23,7.77,9,43,96.0,28.99,79237.8
45.0,Mujer,La Serena,Plata,Google Ads,No,No,Desktop,21,20,7.95,5,35,42.0,49.4,25328.82
36.0,Hombre,Santiago,Premium,Email,No,No,Mobile,39,15,11.59,6,26,86.0,38.94,72931.48
54.0,Hombre,Concepción,Bronce,Email,No,Sí,Mobile,21,21,9.54,6,49,74.0,25.37,56020.31
39.0,Mujer,Antofagasta,Bronce,Orgánico,No,No,Mobile,15,11,10.02,4,79,54.0,57.78,39931.47
47.0,Mujer,Concepción,Premium,Instagram,No,No,Mobile,41,23,13.42,9,46,91.0,37.51,92966.61
51.0,Mujer,Rancagua,Premium,Orgánico,No,Sí,Tablet,41,31,12.91,8,20,100.0,35.6,75315.41
39.0,Hombre,Temuco,Bronce,Referido,No,Sí,Mobile,24,19,11.71,8,57,77.0,37.41,25005.73
,Mujer,Puerto Montt,Plata,Referido,No,No,Tablet,24,25,10.52,2,38,48.0,7.63,48869.15
42.0,Mujer,Temuco,Premium,Referido,No,No,Mobile,14,16,9.41,0,103,51.0,36.94,40214.14
61.0,Hombre,La Serena,Oro,Google Ads,No,No,Desktop,34,22,11.61,5,44,74.0,12.75,63023.36
25.0,Mujer,Santiago,Premium,Orgánico,No,No,Desktop,36,16,11.55,5,42,74.0,20.21,71590.87
42.0,Mujer,Puerto Montt,Bronce,Email,No,No,Mobile,21,8,7.55,5,60,66.0,40.82,14978.78
22.0,Hombre,Puerto Montt,Bronce,Instagram,No,No,Desktop,26,6,8.37,5,12,61.0,37.83,39876.47
48.0,Hombre,La Serena,Plata,Instagram,No,Sí,Desktop,16,24,13.44,5,70,87.0,38.96,43584.86
66.0,Hombre,Temuco,Plata,Google Ads,No,No,Mobile,15,6,5.2,4,28,,34.62,58263.32
70.0,Hombre,Rancagua,Oro,Instagram,No,No,Mobile,28,23,12.21,7,29,97.0,20.13,78050.7
19.0,Hombre,Antofagasta,Plata,Referido,No,No,Mobile,27,27,12.29,7,57,87.0,29.8,69514.09
21.0,Mujer,Temuco,Plata,Referido,No,No,Mobile,7,11,4.32,3,54,47.0,43.15,31953.61
43.0,Hombre,Temuco,Bronce,Referido,No,Sí,Desktop,8,19,9.71,4,61,57.0,37.81,30280.55
36.0,Mujer,Concepción,Oro,Orgánico,No,No,Mobile,27,19,8.48,1,36,62.0,29.44,56575.76
62.0,Hombre,Rancagua,Oro,Instagram,No,Sí,Mobile,19,20,13.78,4,37,88.0,22.62,68023.43
56.0,Hombre,Antofagasta,Premium,Orgánico,No,Sí,Desktop,26,19,5.03,4,84,86.0,33.42,25755.06
39.0,Hombre,Rancagua,Plata,Google Ads,Sí,No,Tablet,29,22,16.5,6,54,85.0,23.82,79854.69
44.0,Hombre,Valparaíso,Premium,Referido,No,Sí,Desktop,40,36,19.27,9,23,100.0,26.04,96182.96
44.0,Mujer,Temuco,Plata,Google Ads,No,No,Mobile,26,14,11.25,5,44,68.0,30.07,57405.15
36.0,Mujer,Valparaíso,Plata,Google Ads,No,No,Mobile,31,19,11.92,7,32,69.0,24.11,78952.49
69.0,Hombre,Puerto Montt,Oro,Orgánico,No,No,Desktop,26,13,9.53,6,37,59.0,24.29,75029.03
57.0,Mujer,Rancagua,Oro,Referido,Sí,No,Desktop,22,11,10.74,7,11,100.0,30.14,60912.82
37.0,Mujer,La Serena,Plata,Orgánico,Sí,No,Desktop,20,19,13.17,3,53,69.0,44.23,61347.25
23.0,Hombre,Temuco,Plata,Google Ads,No,No,Desktop,19,15,9.45,7,21,87.0,24.48,48351.12
44.0,Mujer,Valparaíso,Bronce,Referido,No,Sí,Desktop,16,8,9.25,4,82,46.0,27.66,23156.45
41.0,Mujer,Antofagasta,Plata,Email,Sí,Sí,Desktop,34,13,10.57,10,0,100.0,34.91,69275.34
27.0,Mujer,Puerto Montt,Plata,Google Ads,No,Sí,Mobile,31,21,3.58,5,21,72.0,24.0,55404.18
41.0,Mujer,Rancagua,Plata,Google Ads,No,No,Mobile,26,14,5.6,6,79,68.0,18.03,42748.9
40.0,Mujer,Valparaíso,Bronce,Instagram,Sí,No,Mobile,18,10,9.91,5,67,65.0,41.74,48173.42
68.0,Otro,Temuco,Bronce,Orgánico,Sí,No,Mobile,12,17,11.16,7,28,87.0,21.33,72006.39
44.0,Hombre,Concepción,Plata,Referido,Sí,Sí,Mobile,32,23,15.27,6,70,86.0,17.71,86196.02
54.0,Mujer,Valparaíso,Plata,Instagram,Sí,Sí,Mobile,39,30,17.24,10,36,100.0,28.39,82080.48
29.0,Mujer,Rancagua,Oro,Referido,Sí,No,Mobile,29,16,13.67,9,0,100.0,29.51,74868.92
55.0,Mujer,Rancagua,Oro,Instagram,No,No,Desktop,35,20,14.91,8,0,99.0,32.02,61455.35
65.0,Mujer,Concepción,Premium,Google Ads,Sí,No,Mobile,45,36,18.61,10,12,100.0,42.0,135864.94
40.0,Mujer,Puerto Montt,Oro,Google Ads,No,No,Mobile,32,33,9.82,5,22,75.0,33.86,82541.22
22.0,Hombre,Concepción,Plata,Instagram,No,No,Tablet,29,20,7.95,4,49,47.0,27.65,18851.91
52.0,Hombre,La Serena,Oro,Google Ads,No,No,Desktop,24,5,7.04,9,29,96.0,22.15,54142.03
66.0,Mujer,Rancagua,Oro,Google Ads,No,No,Mobile,36,23,7.66,7,56,90.0,38.0,45269.19
42.0,Mujer,La Serena,Bronce,Google Ads,No,No,Mobile,23,19,7.1,5,38,67.0,38.9,61709.93
22.0,Hombre,La Serena,Plata,Referido,No,Sí,Desktop,27,7,7.79,9,21,99.0,58.49,60940.49
37.0,Otro,Concepción,Plata,Orgánico,No,Sí,Mobile,22,26,,8,64,80.0,36.97,64599.88
20.0,Mujer,Temuco,Bronce,Email,No,Sí,Mobile,12,3,2.43,3,68,52.0,24.99,3000.0
41.0,Mujer,La Serena,Premium,Email,No,Sí,Mobile,38,15,4.53,7,65,100.0,24.98,64558.84
51.0,Mujer,Temuco,Oro,Google Ads,No,Sí,Tablet,28,17,12.21,3,50,68.0,29.19,57817.63
30.0,Mujer,Santiago,Plata,Instagram,No,Sí,Desktop,32,28,6.77,8,22,81.0,30.08,76416.5
18.0,Mujer,Temuco,Premium,Orgánico,Sí,No,Desktop,46,23,12.93,12,4,100.0,43.1,85811.0
46.0,Hombre,La Serena,Bronce,Referido,Sí,Sí,Tablet,13,13,6.33,5,7,100.0,40.53,37091.02
25.0,Hombre,Santiago,Oro,Email,No,No,Desktop,19,13,6.99,6,43,93.0,29.52,37440.25
48.0,Mujer,Rancagua,Plata,Google Ads,No,No,Mobile,23,11,6.42,7,0,87.0,24.42,54627.07
68.0,Hombre,Puerto Montt,Oro,Referido,No,Sí,Desktop,19,12,5.18,8,47,80.0,35.65,70002.76
69.0,Hombre,Puerto Montt,Plata,Referido,No,Sí,Mobile,19,14,9.57,7,41,71.0,32.07,40012.37
38.0,Mujer,Valparaíso,Bronce,Instagram,No,No,Mobile,19,6,4.44,5,25,61.0,26.14,50301.21
37.0,Mujer,La Serena,Plata,Instagram,No,Sí,Mobile,15,17,7.68,4,45,78.0,35.95,50026.75
27.0,Hombre,Santiago,Oro,Referido,No,No,Desktop,38,19,12.3,5,76,69.0,35.93,69692.08
21.0,Hombre,Temuco,Premium,Email,No,Sí,Mobile,31,22,,10,10,100.0,44.84,85175.57
20.0,Mujer,Temuco,Bronce,Orgánico,No,Sí,Mobile,17,8,6.52,3,51,60.0,36.4,46177.42
45.0,Hombre,La Serena,Bronce,Orgánico,No,No,Mobile,30,19,7.56,7,40,89.0,40.6,33302.44
24.0,Mujer,Rancagua,Oro,Instagram,No,No,Mobile,21,19,10.46,8,52,91.0,32.02,50520.64
49.0,Otro,Puerto Montt,Plata,Google Ads,No,No,Desktop,26,14,9.2,6,36,85.0,23.01,58374.6
55.0,Mujer,Rancagua,Bronce,Referido,No,No,Mobile,28,17,10.63,8,21,89.0,28.51,50124.32
41.0,Mujer,Concepción,Plata,Referido,No,Sí,Mobile,33,7,9.57,1,77,28.0,44.0,50180.42
60.0,Hombre,Temuco,Plata,Referido,No,No,Desktop,32,22,15.56,2,99,51.0,33.29,66069.3
69.0,Mujer,Antofagasta,Plata,Orgánico,No,No,Mobile,23,3,8.02,5,29,59.0,45.99,32196.43
58.0,Hombre,Puerto Montt,Bronce,Orgánico,No,No,Desktop,24,27,14.45,6,54,58.0,39.34,52859.92
38.0,Mujer,Concepción,Bronce,Referido,No,Sí,Mobile,4,12,10.34,7,62,67.0,25.27,26126.76
23.0,Hombre,Puerto Montt,Oro,Google Ads,Sí,No,Mobile,26,15,15.25,6,38,79.0,20.26,74747.43
28.0,Mujer,Rancagua,Oro,Orgánico,No,No,Mobile,21,20,8.58,4,50,66.0,35.37,29666.03
33.0,Mujer,,Bronce,Google Ads,No,No,Mobile,24,21,9.91,3,100,62.0,24.55,44101.5
43.0,Hombre,Concepción,Plata,Google Ads,No,No,Desktop,13,17,8.37,6,18,73.0,24.92,60369.99
62.0,Hombre,Concepción,Bronce,Google Ads,No,No,Mobile,14,4,6.56,7,58,88.0,28.6,34733.55
48.0,Mujer,Concepción,Bronce,Referido,No,No,Desktop,29,21,12.42,4,39,61.0,28.91,34831.14
29.0,Hombre,Rancagua,Plata,Referido,No,No,Tablet,26,18,9.24,6,16,86.0,26.24,57950.97
50.0,Hombre,Puerto Montt,Plata,Instagram,Sí,Sí,Desktop,29,17,15.14,7,16,88.0,46.88,70101.23
36.0,Mujer,Santiago,Bronce,Orgánico,No,No,Mobile,16,6,0.5,5,79,45.0,46.42,18599.33
30.0,Hombre,Puerto Montt,Plata,Referido,Sí,No,Desktop,38,32,17.13,9,42,97.0,40.3,73804.69
43.0,Hombre,Rancagua,Premium,Referido,No,Sí,Mobile,41,31,17.34,10,0,100.0,45.26,105290.73
51.0,Hombre,Rancagua,Plata,Google Ads,No,No,Mobile,25,15,9.74,6,30,90.0,37.19,62273.98
45.0,Mujer,La Serena,Oro,Referido,No,No,Desktop,33,18,9.23,4,68,83.0,34.55,60477.18
61.0,Mujer,Santiago,Plata,Email,Sí,No,Mobile,40,32,15.72,8,13,100.0,44.51,96924.21
69.0,Mujer,Rancagua,Plata,Email,Sí,Sí,Desktop,29,15,9.7,7,25,91.0,38.18,59605.48
64.0,Hombre,La Serena,Oro,Orgánico,Sí,Sí,Mobile,30,18,13.17,10,0,100.0,46.46,81373.67
31.0,Mujer,La Serena,Premium,Orgánico,No,Sí,Mobile,31,25,14.57,7,10,81.0,30.18,61943.74
46.0,Hombre,Temuco,Bronce,Referido,No,No,Desktop,19,14,4.06,4,71,71.0,28.72,39850.64
,Hombre,Valparaíso,Bronce,Orgánico,No,Sí,Mobile,19,8,8.28,7,45,64.0,41.07,34013.06
22.0,Mujer,Valparaíso,Premium,Google Ads,No,No,Desktop,32,31,15.17,6,48,82.0,12.24,88259.02
56.0,Mujer,La Serena,Bronce,Instagram,No,No,Mobile,21,6,9.8,4,45,93.0,31.6,36895.92
22.0,Hombre,Santiago,Plata,Instagram,No,No,Desktop,16,9,5.22,3,0,65.0,30.07,33467.65
58.0,Hombre,Puerto Montt,Plata,Google Ads,No,Sí,Desktop,40,28,9.7,8,11,88.0,28.87,80284.56
21.0,Hombre,Rancagua,Plata,Email,No,Sí,Mobile,19,14,10.5,6,22,79.0,49.64,47814.28
56.0,Hombre,Concepción,Plata,Google Ads,No,No,Mobile,31,23,,1,29,63.0,55.21,49934.57
34.0,Mujer,Puerto Montt,Premium,Referido,No,No,Mobile,40,29,13.95,9,33,100.0,13.09,96511.5
62.0,Hombre,Rancagua,Premium,Google Ads,No,Sí,Mobile,33,24,7.64,7,31,87.0,40.38,68713.1
19.0,Mujer,Rancagua,Oro,Orgánico,Sí,No,Desktop,36,28,21.14,9,0,100.0,29.53,102186.44
33.0,Mujer,Rancagua,Premium,Referido,No,Sí,Mobile,39,23,13.55,5,56,89.0,39.53,79148.75
56.0,Hombre,Temuco,Oro,Email,No,No,Desktop,30,24,10.31,6,51,69.0,28.92,54859.35
33.0,Mujer,Puerto Montt,Bronce,Instagram,No,No,Desktop,24,19,11.66,5,46,61.0,18.53,32808.15
38.0,Hombre,Concepción,Plata,Referido,No,No,Mobile,25,8,5.47,10,41,100.0,35.31,61078.91
57.0,Hombre,Concepción,Premium,Instagram,Sí,Sí,Mobile,47,15,10.17,8,16,100.0,40.62,80143.25
29.0,Mujer,Rancagua,Premium,Google Ads,No,Sí,Mobile,31,20,12.56,7,24,94.0,40.05,60057.21
30.0,Hombre,La Serena,Bronce,Google Ads,No,No,Desktop,8,5,0.5,4,72,60.0,37.7,35253.55
65.0,Mujer,Santiago,Bronce,Instagram,Sí,No,Mobile,35,20,15.44,8,47,75.0,35.17,86282.72
47.0,Hombre,La Serena,Oro,Referido,No,Sí,Desktop,26,15,13.11,7,48,83.0,38.17,64574.95
23.0,Hombre,Puerto Montt,Oro,Google Ads,Sí,Sí,Desktop,37,13,11.34,8,10,100.0,33.92,102457.53
37.0,Otro,Concepción,Bronce,Email,Sí,No,Mobile,26,28,13.78,4,67,64.0,35.53,56517.29
43.0,Hombre,Santiago,Bronce,Google Ads,Sí,No,Mobile,26,17,4.3,7,36,82.0,25.27,53857.07
49.0,Hombre,Temuco,Bronce,Google Ads,Sí,No,Desktop,27,19,15.17,6,58,100.0,27.22,81113.33
25.0,Hombre,Santiago,Bronce,Orgánico,No,No,Desktop,27,15,10.17,4,31,57.0,31.57,48271.31
48.0,Mujer,Concepción,Bronce,Referido,Sí,No,Mobile,19,18,8.9,7,10,72.0,32.68,67021.51
66.0,Mujer,Rancagua,Oro,Instagram,No,Sí,Desktop,33,22,10.93,6,36,100.0,20.39,70296.44
60.0,Mujer,Antofagasta,Plata,Orgánico,No,Sí,Mobile,25,19,12.1,6,43,67.0,21.53,35099.14
25.0,Hombre,Temuco,Premium,Referido,No,No,Mobile,32,14,7.6,6,44,100.0,13.23,97941.77
31.0,Hombre,Concepción,Plata,Orgánico,No,Sí,Desktop,26,21,12.14,4,48,61.0,38.28,64908.63
54.0,Mujer,La Serena,Premium,Email,No,No,Mobile,27,14,2.42,8,26,97.0,20.34,30972.78
20.0,Hombre,La Serena,Oro,Orgánico,No,No,Mobile,35,23,10.04,8,22,100.0,34.03,83773.04
55.0,Mujer,La Serena,Plata,Instagram,Sí,Sí,Mobile,30,22,19.28,5,37,74.0,24.62,85247.32
49.0,Otro,La Serena,Oro,Orgánico,No,No,Mobile,23,14,11.89,8,31,,39.84,65137.13
38.0,Hombre,La Serena,Plata,Referido,No,No,Desktop,17,20,10.21,5,43,77.0,24.07,53780.1
42.0,Hombre,Puerto Montt,Plata,Google Ads,No,No,Mobile,29,12,10.51,1,51,52.0,24.5,35198.63
26.0,Mujer,Puerto Montt,Oro,Referido,No,Sí,Mobile,43,36,12.92,7,27,97.0,39.58,88894.54
